Order Number;Order Line;Outlet;Part;Creation Date;Requested Date;Shipped Date;Requested Quantity;Shipped Quantity
Order_9641;1;3;10AL57772903855H;17.07.2019 00:00;17.07.2019;17.07.2019;4;4
Order_9642;3;3;10AL57772903855H;15.07.2019 00:00;15.07.2019;15.07.2019;6;6
Order_9643;7;3;8US66902798484U;11.07.2019 00:00;11.07.2019;11.07.2019;2;2
Order_9644;3;3;1FI96191977903C;16.07.2019 00:00;16.07.2019;16.07.2019;1;1
Order_9645;5;3;3PN47687881623Z;23.07.2019 00:00;23.07.2019;24.07.2019;1;1
Order_9646;1;3;10TC52557647378J;18.07.2019 00:00;18.07.2019;18.07.2019;1;1
Order_9646;2;3;10YB36468431387S;17.07.2019 00:00;17.07.2019;17.07.2019;1;1
Order_9646;3;3;2EW96796935095R;23.07.2019 00:00;23.07.2019;23.07.2019;2;2
Order_9647;1;3;5EC16756557643G;16.07.2019 00:00;16.07.2019;17.07.2019;1;1
Order_9647;2;3;7UI86399152671N;16.07.2019 00:00;16.07.2019;16.07.2019;1;1
Order_9648;1;3;10UQ90372584898W;11.07.2019 00:00;11.07.2019;18.07.2019;1;1
Order_9648;3;3;10KV67557837991N;15.07.2019 00:00;15.07.2019;15.07.2019;8;8
Order_9649;1;3;9RW19498940631I;20.07.2019 00:00;20.07.2019;20.07.2019;2;2
Order_9650;1;3;9SU49478967435Q;21.07.2019 00:00;21.07.2019;29.07.2019;2;2
Order_9651;7;3;9PA81034644119Z;15.07.2019 00:00;15.07.2019;15.07.2019;2;2
Order_9651;8;3;10KV67557837991N;19.07.2019 00:00;19.07.2019;19.07.2019;6;6
Order_9652;2;3;8QE75178217616X;18.07.2019 00:00;18.07.2019;18.07.2019;30;30
Order_9653;1;3;1RZ24895302286J;22.07.2019 00:00;22.07.2019;22.07.2019;6;6
Order_9654;2;3;8RK98889483604P;19.07.2019 00:00;19.07.2019;19.07.2019;2;2
Order_9655;7;3;3KK70419915448C;13.07.2019 00:00;13.07.2019;13.07.2019;2;2
Order_9655;8;3;2GY24495366647A;22.07.2019 00:00;22.07.2019;22.07.2019;1;1
Order_9656;1;3;9GL69503195718L;23.07.2019 00:00;23.07.2019;24.07.2019;2;2
Order_9657;1;3;8TO87426708260Y;17.07.2019 00:00;17.07.2019;17.07.2019;2;2
Order_9658;1;3;10TH75356617946U;20.07.2019 00:00;20.07.2019;20.07.2019;2;2
Order_9659;3;3;10SO55529479938E;27.07.2019 00:00;27.07.2019;06.08.2019;4;4
Order_9659;6;3;6JD38404016813Z;17.07.2019 00:00;17.07.2019;17.07.2019;2;2
Order_9660;2;3;10YB36468431387S;13.07.2019 00:00;13.07.2019;13.07.2019;1;1
Order_9660;3;3;2EW96796935095R;13.07.2019 00:00;13.07.2019;13.07.2019;1;1
Order_9661;2;3;1SJ43294476936V;24.07.2019 00:00;24.07.2019;24.07.2019;6;6
Order_9662;2;3;10KV67557837991N;15.07.2019 00:00;15.07.2019;15.07.2019;1;1
Order_9663;2;3;6LS56608614166F;19.07.2019 00:00;19.07.2019;21.07.2019;1;1
Order_9664;1;3;8RX85342792371J;24.07.2019 00:00;24.07.2019;01.08.2019;2;2
Order_9664;2;3;10KV67557837991N;22.07.2019 00:00;22.07.2019;22.07.2019;2;2
Order_9665;3;3;2ZF48439052925F;17.07.2019 00:00;17.07.2019;17.07.2019;2;2
Order_9666;2;3;6CK29840935075P;28.07.2019 00:00;28.07.2019;29.07.2019;2;2
Order_9667;3;3;6EX86115315135K;23.07.2019 00:00;23.07.2019;23.07.2019;6;6
Order_9667;4;3;2BM79422931104G;21.07.2019 00:00;21.07.2019;21.07.2019;2;2
Order_9668;2;3;4XW50850308878L;18.07.2019 00:00;18.07.2019;24.07.2019;1;1
Order_9669;2;3;8UD55891418964T;24.07.2019 00:00;24.07.2019;24.07.2019;2;2
Order_9670;1;3;10TY80636662411G;19.07.2019 00:00;19.07.2019;19.07.2019;2;2
Order_9670;3;3;2SH47766946026S;28.07.2019 00:00;28.07.2019;28.07.2019;2;2
Order_9670;4;3;10KV67557837991N;26.07.2019 00:00;26.07.2019;26.07.2019;2;2
Order_9671;2;3;4EG24981146927F;29.07.2019 00:00;29.07.2019;01.08.2019;0;0
Order_9671;4;3;5EE54765898798I;30.07.2019 00:00;01.08.2019;11.08.2019;2;2
Order_9672;2;3;5JY67997683395K;29.07.2019 00:00;29.07.2019;11.08.2019;2;2
Order_9672;5;3;8VT45568025709U;01.08.2019 00:00;01.08.2019;11.08.2019;24;24
Order_9672;7;3;2RO84703877203Y;22.07.2019 00:00;22.07.2019;01.08.2019;7;7
Order_9673;2;3;6LS92194221137Y;25.07.2019 00:00;25.07.2019;25.07.2019;9;9
Order_9674;1;3;7US97277476387D;31.07.2019 00:00;31.07.2019;31.07.2019;7;7
Order_9675;1;3;1YP68482384138T;27.07.2019 00:00;27.07.2019;27.07.2019;2;2
Order_9676;3;3;6YX87639578537D;27.07.2019 00:00;27.07.2019;27.07.2019;5;5
Order_9677;1;3;1GV18919295192C;18.07.2019 00:00;18.07.2019;24.07.2019;1;1
Order_9678;4;3;5WF79943862044I;24.07.2019 00:00;24.07.2019;26.07.2019;1;1
Order_9679;1;3;2YJ13060377870Z;29.07.2019 00:00;29.07.2019;29.07.2019;1;1
Order_9680;3;3;3WH74950359379X;26.07.2019 00:00;26.07.2019;26.07.2019;10;10
Order_9680;4;3;8CK74255383240I;25.07.2019 00:00;25.07.2019;25.07.2019;6;6
Order_9681;1;3;5UU11419575448G;31.07.2019 00:00;31.07.2019;01.08.2019;2;2
Order_9682;4;3;1ZJ54169792849I;06.08.2019 00:00;06.08.2019;06.08.2019;2;2
Order_9683;3;3;7UI86399152671N;06.08.2019 00:00;06.08.2019;06.08.2019;3;3
Order_9684;3;3;2YJ13060377870Z;23.07.2019 00:00;23.07.2019;23.07.2019;5;5
Order_9685;2;3;10CN16902223499B;31.07.2019 00:00;31.07.2019;08.08.2019;28;28
Order_9686;2;3;1XA99462431918K;01.08.2019 00:00;01.08.2019;01.08.2019;1;1
Order_9687;1;3;2YJ13060377870Z;31.07.2019 00:00;31.07.2019;01.08.2019;2;2
Order_9688;1;3;4DP79230565166R;26.07.2019 00:00;26.07.2019;26.07.2019;1;1
Order_9688;2;3;8XB76584829115D;27.07.2019 00:00;27.07.2019;27.07.2019;1;1
Order_9688;6;3;10TC52557647378J;27.07.2019 00:00;27.07.2019;27.07.2019;1;1
Order_9689;3;3;10TY80636662411G;20.07.2019 00:00;25.07.2019;25.07.2019;1;1
Order_9689;4;3;1DC49210121121D;19.07.2019 00:00;24.07.2019;24.07.2019;5;5
Order_9689;6;3;10KV67557837991N;01.08.2019 00:00;06.08.2019;06.08.2019;7;7
Order_9689;8;3;3JS74809920912W;26.07.2019 00:00;31.07.2019;31.07.2019;2;2
Order_9690;2;3;7UI86399152671N;04.08.2019 00:00;04.08.2019;04.08.2019;1;1
Order_9691;1;3;1PG52613597520N;02.08.2019 00:00;02.08.2019;02.08.2019;1;1
Order_9692;1;3;2AX84712524036K;04.08.2019 00:00;04.08.2019;04.08.2019;2;2
Order_9693;2;3;10OD57818576174M;03.08.2019 00:00;03.08.2019;03.08.2019;1;1
Order_9693;3;3;9AT57826174158F;05.08.2019 00:00;05.08.2019;05.08.2019;1;1
Order_9694;1;3;9RE12176547794A;28.07.2019 00:00;28.07.2019;31.07.2019;1;1
Order_9695;1;3;10JE24014313806I;10.08.2019 00:00;10.08.2019;10.08.2019;2;2
Order_9696;1;3;7UI86399152671N;05.08.2019 00:00;05.08.2019;05.08.2019;6;6
Order_9697;1;3;7UI86399152671N;27.07.2019 00:00;27.07.2019;27.07.2019;1;1
Order_9698;2;3;1XA99462431918K;03.08.2019 00:00;03.08.2019;03.08.2019;0;0
Order_9699;2;3;1XA99462431918K;06.08.2019 00:00;06.08.2019;06.08.2019;2;2
Order_9700;2;3;2PW23322810482M;10.08.2019 00:00;10.08.2019;11.08.2019;1;1
Order_9701;1;3;7UI86399152671N;10.08.2019 00:00;10.08.2019;10.08.2019;1;1
Order_9702;1;3;2YJ13060377870Z;05.08.2019 00:00;05.08.2019;05.08.2019;1;1
Order_9703;2;3;8GJ85935494861S;01.08.2019 00:00;19.08.2019;19.08.2019;2;2
Order_9704;1;3;5NY13910147177M;30.07.2019 00:00;30.07.2019;05.08.2019;1;1
Order_9705;1;3;8WE83858329899J;13.08.2019 00:00;13.08.2019;13.08.2019;1;1
Order_9706;2;3;6LS56608614166F;01.08.2019 00:00;01.08.2019;01.08.2019;1;1
Order_9707;1;3;9EN21705838310Q;11.08.2019 00:00;11.08.2019;17.08.2019;2;2
Order_9708;2;3;8WV81451019554K;14.08.2019 00:00;14.08.2019;14.08.2019;2;2
Order_9709;3;3;7KE10266759468B;14.08.2019 00:00;14.08.2019;14.08.2019;1;1
Order_9710;1;3;2ZF48439052925F;14.08.2019 00:00;14.08.2019;14.08.2019;7;7
Order_9711;3;3;7UI86399152671N;14.08.2019 00:00;14.08.2019;14.08.2019;1;1
Order_9712;1;3;7HW46635770220J;30.07.2019 00:00;30.07.2019;31.07.2019;2;2
Order_9713;1;3;9SZ80577398771W;05.08.2019 00:00;05.08.2019;05.08.2019;2;2
Order_9714;3;3;9JN52714691724P;07.08.2019 00:00;07.08.2019;07.08.2019;1;1
Order_9715;2;3;10NB67592250348D;03.08.2019 00:00;03.08.2019;03.08.2019;2;2
Order_9716;1;3;7ML90882707148M;11.08.2019 00:00;11.08.2019;16.08.2019;1;1
Order_9717;1;3;6OQ87267014884A;08.08.2019 00:00;08.08.2019;17.08.2019;2;2
Order_9718;1;3;2GS55289964768T;13.08.2019 00:00;13.08.2019;13.08.2019;1;1
Order_9719;1;3;9RC87161805813U;12.08.2019 00:00;12.08.2019;12.08.2019;2;2
Order_9720;3;3;1EO65771714770T;10.08.2019 00:00;10.08.2019;10.08.2019;2;2
Order_9721;1;3;2HV74355816181G;15.08.2019 00:00;15.08.2019;15.08.2019;2;2
Order_9722;6;3;1YE65414192713T;24.08.2019 00:00;24.08.2019;02.09.2019;10;10
Order_9723;3;3;4UY20824991498Z;23.08.2019 00:00;23.08.2019;23.08.2019;2;2
Order_9723;6;3;5NY13910147177M;12.08.2019 00:00;12.08.2019;19.08.2019;1;1
Order_9723;11;3;5MK98583620761U;17.08.2019 00:00;17.08.2019;17.08.2019;2;2
Order_9723;14;3;9JN52714691724P;17.08.2019 00:00;17.08.2019;17.08.2019;1;1
Order_9724;2;3;2YJ13060377870Z;20.08.2019 00:00;20.08.2019;21.08.2019;5;5
Order_9725;1;3;8GG89488669920I;09.08.2019 00:00;09.08.2019;14.08.2019;2;2
Order_9726;1;3;7PE23220935041B;24.08.2019 00:00;24.08.2019;24.08.2019;2;2
Order_9727;2;3;8WV81451019554K;18.08.2019 00:00;18.08.2019;23.08.2019;5;5
Order_9728;1;3;3IV54557371657A;21.08.2019 00:00;21.08.2019;21.08.2019;2;2
Order_9729;5;3;4IU79240124146P;14.08.2019 00:00;14.08.2019;16.08.2019;10;10
Order_9730;3;3;6PI58532958038O;27.08.2019 00:00;27.08.2019;27.08.2019;2;2
Order_9731;1;3;9WG73682080384S;14.08.2019 00:00;14.08.2019;14.08.2019;-1;-1
Order_9732;7;3;5SO56186251803X;17.08.2019 00:00;17.08.2019;18.08.2019;7;7
Order_9733;3;3;7UI86399152671N;26.08.2019 00:00;27.08.2019;04.09.2019;1;1
Order_9734;2;3;2YJ13060377870Z;17.08.2019 00:00;17.08.2019;17.08.2019;2;2
Order_9735;1;3;8KX17241716824P;21.08.2019 00:00;21.08.2019;24.08.2019;25;25
Order_9735;2;3;10WR40033216293O;15.08.2019 00:00;15.08.2019;16.08.2019;7;7
Order_9736;2;3;7UI86399152671N;30.08.2019 00:00;30.08.2019;30.08.2019;2;2
Order_9737;2;3;7UI86399152671N;18.08.2019 00:00;18.08.2019;18.08.2019;1;1
Order_9738;1;3;8XB76584829115D;18.08.2019 00:00;18.08.2019;18.08.2019;2;2
Order_9738;7;3;4DP79230565166R;19.08.2019 00:00;19.08.2019;19.08.2019;2;2
Order_9739;2;3;7UI86399152671N;27.08.2019 00:00;27.08.2019;27.08.2019;-1;-1
Order_9740;2;3;7UI86399152671N;19.08.2019 00:00;19.08.2019;23.08.2019;2;2
Order_9741;3;3;1KL19010952510G;30.08.2019 00:00;30.08.2019;30.08.2019;2;2
Order_9742;3;3;8WV81451019554K;01.09.2019 00:00;05.09.2019;05.09.2019;1;1
Order_9743;4;3;10AL57772903855H;02.09.2019 00:00;02.09.2019;02.09.2019;2;2
Order_9744;2;3;7UI86399152671N;02.09.2019 00:00;02.09.2019;02.09.2019;1;1
Order_9745;1;3;2YJ13060377870Z;28.08.2019 00:00;28.08.2019;28.08.2019;1;1
Order_9746;1;3;7EX12903298930I;27.08.2019 00:00;27.08.2019;27.08.2019;6;6
Order_9747;1;3;7UI86399152671N;25.08.2019 00:00;25.08.2019;01.09.2019;2;2
Order_9748;2;3;5GQ73547877236B;01.09.2019 00:00;02.09.2019;02.09.2019;5;5
Order_9749;2;3;2YJ13060377870Z;26.08.2019 00:00;26.08.2019;26.08.2019;3;3
Order_9750;1;3;2YJ13060377870Z;04.09.2019 00:00;04.09.2019;11.09.2019;8;8
Order_9751;2;3;8WE83858329899J;31.08.2019 00:00;31.08.2019;31.08.2019;1;1
Order_9752;1;3;1FV85528633564Y;04.09.2019 00:00;04.09.2019;04.09.2019;1;1
Order_9753;4;3;1FV85528633564Y;02.09.2019 00:00;02.09.2019;03.09.2019;2;2
Order_9754;2;3;3IT58202090102V;01.09.2019 00:00;01.09.2019;02.09.2019;1;1
Order_9755;1;3;8TO87426708260Y;07.09.2019 00:00;07.09.2019;07.09.2019;1;1
Order_9756;1;3;1KL19010952510G;08.09.2019 00:00;08.09.2019;08.09.2019;1;1
Order_9757;2;3;3WH74950359379X;30.08.2019 00:00;30.08.2019;30.08.2019;8;8
Order_9758;1;3;8DH16223953771P;03.09.2019 00:00;03.09.2019;06.09.2019;2;2
Order_9759;1;3;1YE87654728739T;07.09.2019 00:00;07.09.2019;08.09.2019;0;0
Order_9760;3;3;1LT53862644713Y;30.08.2019 00:00;30.08.2019;31.08.2019;2;2
Order_9761;4;3;8WE83858329899J;11.09.2019 00:00;11.09.2019;11.09.2019;6;6
Order_9761;6;3;7UI86399152671N;02.09.2019 00:00;02.09.2019;02.09.2019;1;1
Order_9762;2;3;6MI93926343170P;01.09.2019 00:00;01.09.2019;05.09.2019;2;2
Order_9763;1;3;2YI26939360409Z;02.09.2019 00:00;02.09.2019;02.09.2019;2;2
Order_9764;2;3;10NB67592250348D;02.09.2019 00:00;02.09.2019;02.09.2019;1;1
Order_9764;3;3;1EO65771714770T;09.09.2019 00:00;09.09.2019;09.09.2019;1;1
Order_9765;5;3;7ZM73376992251G;09.09.2019 00:00;09.09.2019;10.09.2019;1;1
Order_9766;3;3;1KL19010952510G;06.09.2019 00:00;06.09.2019;06.09.2019;2;2
Order_9766;4;3;4PZ69986405913K;17.09.2019 00:00;09.10.2019;09.10.2019;2;2
Order_9767;3;3;1ZJ54169792849I;05.09.2019 00:00;05.09.2019;05.09.2019;2;2
Order_9768;4;3;5SO19572208574M;13.09.2019 00:00;13.09.2019;15.09.2019;2;2
Order_9769;1;3;9KD80906383146Z;10.09.2019 00:00;10.09.2019;10.09.2019;8;8
Order_9770;2;3;4EG24981146927F;18.09.2019 00:00;18.09.2019;18.09.2019;2;2
Order_9771;3;3;9DD82317978673E;09.09.2019 00:00;10.09.2019;10.09.2019;1;1
Order_9772;1;3;5UR12571282019T;06.09.2019 00:00;06.09.2019;07.09.2019;6;6
Order_9773;2;3;1DX75613163835C;18.09.2019 00:00;18.09.2019;18.09.2019;2;2
Order_9774;3;3;3NQ92029249965G;09.09.2019 00:00;09.09.2019;10.09.2019;25;25
Order_9775;4;3;10DF60590887543B;10.09.2019 00:00;10.09.2019;10.09.2019;7;7
Order_9776;2;3;6QE46546840520K;13.09.2019 00:00;13.09.2019;19.09.2019;2;2
Order_9777;2;3;3IV54557371657A;10.09.2019 00:00;10.09.2019;19.09.2019;2;2
Order_9778;6;3;5YC50411609091Q;14.09.2019 00:00;14.09.2019;17.09.2019;3;3
Order_9779;2;3;10KV67557837991N;11.09.2019 00:00;11.09.2019;11.09.2019;6;6
Order_9780;6;3;9SU49478967435Q;23.09.2019 00:00;23.09.2019;30.09.2019;2;2
Order_9780;11;3;1AU76058220419P;11.09.2019 00:00;12.09.2019;12.09.2019;6;6
Order_9781;2;3;3LH38902604243H;09.09.2019 00:00;09.09.2019;19.09.2019;1;1
Order_9781;7;3;9AA39223488064Y;11.09.2019 00:00;11.09.2019;11.09.2019;1;1
Order_9782;1;3;10DT68198254349P;08.09.2019 00:00;08.09.2019;12.09.2019;1;1
Order_9782;3;3;7UI86399152671N;12.09.2019 00:00;17.09.2019;17.09.2019;1;1
Order_9783;1;3;7HQ39709266895C;10.09.2019 00:00;10.09.2019;10.09.2019;2;2
Order_9783;4;3;3WH74950359379X;22.09.2019 00:00;22.09.2019;22.09.2019;2;2
Order_9784;1;3;7EH11825823651H;22.09.2019 00:00;22.09.2019;22.09.2019;2;2
Order_9785;2;3;2HZ94744591219Q;19.09.2019 00:00;19.09.2019;25.09.2019;2;2
Order_9786;1;3;9RW19498940631I;22.09.2019 00:00;22.09.2019;22.09.2019;2;2
Order_9787;1;3;1YE65414192713T;26.09.2019 00:00;26.09.2019;27.09.2019;13;13
Order_9788;1;3;10SO55529479938E;15.09.2019 00:00;15.09.2019;15.09.2019;2;2
Order_9789;1;3;9SU49478967435Q;26.09.2019 00:00;26.09.2019;26.09.2019;2;2
Order_9790;1;3;6WE97176344271X;26.09.2019 00:00;26.09.2019;26.09.2019;2;2
Order_9791;1;3;10LT38882262598Q;13.09.2019 00:00;13.09.2019;13.09.2019;8;8
Order_9792;2;3;10YB36468431387S;18.09.2019 00:00;18.09.2019;26.09.2019;2;2
Order_9793;4;3;2GS42340470239W;23.09.2019 00:00;23.09.2019;23.09.2019;1;1
Order_9794;2;3;2YJ13060377870Z;22.09.2019 00:00;22.09.2019;22.09.2019;6;6
Order_9795;5;3;7UI86399152671N;28.09.2019 00:00;28.09.2019;28.09.2019;2;2
Order_9796;2;3;4VZ11060122430O;18.09.2019 00:00;18.09.2019;19.09.2019;3;3
Order_9797;1;3;8GG89488669920I;19.09.2019 00:00;19.09.2019;21.09.2019;2;2
Order_9798;4;3;7UI86399152671N;01.10.2019 00:00;01.10.2019;01.10.2019;1;1
Order_9799;2;3;6LS56608614166F;23.09.2019 00:00;23.09.2019;25.09.2019;1;1
Order_9800;1;3;7UI86399152671N;21.09.2019 00:00;21.09.2019;21.09.2019;1;1
Order_9801;2;3;7ZC99959796277O;29.09.2019 00:00;29.09.2019;29.09.2019;1;1
Order_9802;1;3;2YJ13060377870Z;25.09.2019 00:00;25.09.2019;25.09.2019;2;2
Order_9803;1;3;4KX58793906517L;01.10.2019 00:00;01.10.2019;02.10.2019;25;25
Order_9804;1;3;6SW18900754850K;28.09.2019 00:00;28.09.2019;28.09.2019;2;2
Order_9805;2;3;10NX81171331267E;28.09.2019 00:00;28.09.2019;28.09.2019;1;1
Order_9806;8;3;7UI86399152671N;09.10.2019 00:00;10.10.2019;10.10.2019;1;1
Order_9807;1;3;8WE83858329899J;04.10.2019 00:00;04.10.2019;13.10.2019;5;5
Order_9808;4;3;7UI86399152671N;30.09.2019 00:00;30.09.2019;30.09.2019;1;1
Order_9809;1;3;7ML90882707148M;09.10.2019 00:00;09.10.2019;09.10.2019;0;0
Order_9810;1;3;5EC16756557643G;08.10.2019 00:00;08.10.2019;09.10.2019;3;3
Order_9811;1;3;5EC16756557643G;06.10.2019 00:00;06.10.2019;06.10.2019;9;9
Order_9812;3;3;10DF60590887543B;04.10.2019 00:00;04.10.2019;04.10.2019;8;8
Order_9813;2;3;7UI86399152671N;13.10.2019 00:00;13.10.2019;13.10.2019;1;1
Order_9814;1;3;5KO87139662121L;15.10.2019 00:00;15.10.2019;15.10.2019;3;3
Order_9815;6;3;3YQ71924058142M;04.10.2019 00:00;04.10.2019;05.10.2019;12;12
Order_9816;4;3;10AL57772903855H;12.10.2019 00:00;12.10.2019;18.10.2019;8;8
Order_9817;1;3;3NQ92029249965G;04.10.2019 00:00;04.10.2019;04.10.2019;6.9;6.9
Order_9818;2;3;6LS56608614166F;09.10.2019 00:00;09.10.2019;09.10.2019;2;2
Order_9819;3;3;10SO55529479938E;03.10.2019 00:00;03.10.2019;03.10.2019;3;3
Order_9820;3;3;7WQ37591803301K;05.10.2019 00:00;05.10.2019;08.10.2019;1;1
Order_9821;2;3;1QX23211496295Y;14.10.2019 00:00;14.10.2019;19.10.2019;2;2
Order_9822;1;3;5DU82325618799X;10.10.2019 00:00;10.10.2019;10.10.2019;1;1
Order_9823;1;3;3YA77896047515T;06.10.2019 00:00;06.10.2019;11.10.2019;1;1
Order_9824;2;3;9AA39223488064Y;16.10.2019 00:00;16.10.2019;23.10.2019;0;0
Order_9825;1;3;3TQ84459698676F;02.10.2019 00:00;02.10.2019;05.10.2019;2;2
Order_9826;1;3;8RR24022655059I;11.10.2019 00:00;11.10.2019;11.10.2019;1;1
Order_9827;2;3;10SO55529479938E;08.10.2019 00:00;08.10.2019;08.10.2019;1;1
Order_9827;3;3;3LH38902604243H;17.10.2019 00:00;17.10.2019;17.10.2019;2;2
Order_9827;8;3;9KD80906383146Z;10.10.2019 00:00;10.10.2019;10.10.2019;2;2
Order_9827;10;3;6NQ76136762056L;18.10.2019 00:00;18.10.2019;18.10.2019;1;1
Order_9828;8;3;1RQ35754921225V;08.10.2019 00:00;10.10.2019;17.10.2019;6;6
Order_9828;11;3;7SN54241495455Y;11.10.2019 00:00;15.10.2019;15.10.2019;2;2
Order_9829;2;3;7SN54241495455Y;21.10.2019 00:00;21.10.2019;22.10.2019;1;1
Order_9830;3;3;3DJ57009377605N;19.10.2019 00:00;19.10.2019;19.10.2019;1;1
Order_9830;4;3;10KV67557837991N;10.10.2019 00:00;10.10.2019;10.10.2019;3;3
Order_9831;1;3;7TM39385853482R;15.10.2019 00:00;15.10.2019;24.10.2019;2;2
Order_9832;1;3;10CN16902223499B;10.10.2019 00:00;10.10.2019;10.10.2019;30;30
Order_9833;3;3;1KL19010952510G;20.10.2019 00:00;20.10.2019;20.10.2019;2;2
Order_9833;7;3;1KL19010952510G;21.10.2019 00:00;21.10.2019;21.10.2019;1;1
Order_9834;2;3;1MB33762670568F;11.10.2019 00:00;11.10.2019;12.10.2019;23;23
Order_9835;2;3;7UI86399152671N;11.10.2019 00:00;11.10.2019;13.10.2019;2;2
Order_9836;1;3;8FO96345566982W;16.10.2019 00:00;16.10.2019;16.10.2019;1;1
Order_9837;3;3;1PH50433169038B;14.10.2019 00:00;14.10.2019;15.10.2019;1;1
Order_9838;5;3;1EO65771714770T;17.10.2019 00:00;17.10.2019;17.10.2019;1;1
Order_9839;2;3;10SO55529479938E;13.10.2019 00:00;13.10.2019;13.10.2019;2;2
Order_9839;3;3;9JL12920182667Q;17.10.2019 00:00;17.10.2019;17.10.2019;1;1
Order_9840;4;3;9EO32256255385F;10.10.2019 00:00;10.10.2019;15.10.2019;2;2
Order_9841;1;3;9UC27148133382Q;06.10.2019 00:00;06.10.2019;11.10.2019;11;11
Order_9842;1;3;2YJ13060377870Z;09.10.2019 00:00;09.10.2019;09.10.2019;7;7
Order_9843;1;3;3RJ53428523342W;10.10.2019 00:00;10.10.2019;12.10.2019;3;3
Order_9844;1;3;2PU39890786924U;23.10.2019 00:00;23.10.2019;01.11.2019;2;2
Order_9845;1;3;1IV63198806548Z;12.10.2019 00:00;12.10.2019;13.10.2019;9;9
Order_9845;3;3;5OU16822655571D;19.10.2019 00:00;19.10.2019;20.10.2019;2;2
Order_9846;1;3;7CY58593984608X;24.10.2019 00:00;24.10.2019;12.11.2019;8;8
Order_9847;3;3;8MZ31472198644X;16.10.2019 00:00;16.10.2019;16.10.2019;6;6
Order_9848;3;3;3JE77264369890K;25.10.2019 00:00;25.10.2019;25.10.2019;1;1
Order_9849;2;3;6LS56608614166F;12.10.2019 00:00;12.10.2019;12.10.2019;0;0
Order_9850;2;3;6LS56608614166F;18.10.2019 00:00;18.10.2019;18.10.2019;1;1
Order_9851;1;3;3ZN73200266928E;12.10.2019 00:00;12.10.2019;16.10.2019;7;7
Order_9852;2;3;2YJ13060377870Z;20.10.2019 00:00;20.10.2019;20.10.2019;2;2
Order_9853;1;3;2YJ13060377870Z;25.10.2019 00:00;25.10.2019;25.10.2019;2;2
Order_9854;2;3;8CX96145210773F;22.10.2019 00:00;22.10.2019;23.10.2019;1;1
Order_9855;1;3;1AO97062654447K;16.10.2019 00:00;16.10.2019;16.10.2019;2;2
Order_9856;2;3;10KV67557837991N;16.10.2019 00:00;16.10.2019;23.10.2019;9;9
Order_9856;3;3;2SH47766946026S;24.10.2019 00:00;24.10.2019;31.10.2019;2;2
Order_9857;2;3;9WH51565966429B;12.10.2019 00:00;12.10.2019;30.10.2019;8;8
Order_9858;1;3;2IQ35346367174K;30.10.2019 00:00;30.10.2019;30.10.2019;1;1
Order_9859;2;3;7UI86399152671N;19.10.2019 00:00;19.10.2019;20.10.2019;2;2
Order_9860;1;3;3CE77705672107H;19.10.2019 00:00;19.10.2019;19.10.2019;1;1
Order_9861;1;3;7UI86399152671N;17.10.2019 00:00;17.10.2019;17.10.2019;1;1
Order_9862;1;3;10SO55529479938E;26.10.2019 00:00;26.10.2019;26.10.2019;2;2
Order_9863;1;3;5WI53532629242E;24.10.2019 00:00;24.10.2019;24.10.2019;1;1
Order_9864;9;3;7LM93207657323G;27.10.2019 00:00;27.10.2019;27.10.2019;8;8
Order_9865;2;3;8RX85342792371J;23.10.2019 00:00;23.10.2019;23.10.2019;2;2
Order_9865;4;3;10KV67557837991N;27.10.2019 00:00;27.10.2019;27.10.2019;3;3
Order_9866;5;3;8TO87426708260Y;25.10.2019 00:00;25.10.2019;25.10.2019;2;2
Order_9867;1;3;7UI86399152671N;29.10.2019 00:00;29.10.2019;30.10.2019;2;2
Order_9868;10;3;4NX91775784941H;26.10.2019 00:00;26.10.2019;02.11.2019;1;1
Order_9869;1;3;2GS55289964768T;25.10.2019 00:00;25.10.2019;25.10.2019;2;2
Order_9870;1;3;1XA99462431918K;26.10.2019 00:00;26.10.2019;26.10.2019;1;1
Order_9871;1;3;10FH43083322621G;25.10.2019 00:00;25.10.2019;25.10.2019;45;45
Order_9872;4;3;1ZJ54169792849I;06.11.2019 00:00;06.11.2019;06.11.2019;2;2
Order_9873;1;3;7ZH25181786977S;25.10.2019 00:00;25.10.2019;07.11.2019;2;2
Order_9874;2;3;6ES67973471990O;09.11.2019 00:00;09.11.2019;09.11.2019;1;1
Order_9875;6;3;1LS78852467242K;31.10.2019 00:00;31.10.2019;31.10.2019;1;1
Order_9876;1;3;9SZ80577398771W;06.11.2019 00:00;06.11.2019;06.11.2019;2;2
Order_9877;1;3;4VZ11060122430O;07.11.2019 00:00;07.11.2019;07.11.2019;6;6
Order_9878;1;3;7CY58593984608X;15.10.2019 00:00;15.10.2019;03.11.2019;9;9
Order_9879;6;3;1LS78852467242K;23.11.2019 00:00;23.11.2019;24.11.2019;20;20
Order_9880;1;3;4KM79645637645G;31.10.2019 00:00;31.10.2019;11.11.2019;2;2
Order_9881;8;3;7UI86399152671N;31.10.2019 00:00;31.10.2019;31.10.2019;1;1
Order_9882;3;3;10AL57772903855H;31.10.2019 00:00;31.10.2019;31.10.2019;2;2
Order_9883;3;3;5WA18900649340F;03.11.2019 00:00;03.11.2019;04.11.2019;2;2
Order_9884;1;3;9ZG72938324674F;14.11.2019 00:00;14.11.2019;14.11.2019;2;2
