Part;Outlet;Inventory Qty;Costs;MOQ
6DC55992318892J;5;4;29.2;5
6DC56652776590H;5;0;12.03;5
6DD50280345948E;5;2;28.78;5
6DK14128691278J;5;4;6.52;10
6DK39096361174H;5;0;624.62;5
6DQ43779120871B;5;0;11.06;5
6DQ91146129787A;5;0;8.78;5
6DS91039970944Y;5;0;1.62;10
6DT29714553995M;5;5;62.18;5
6DT75807099969M;5;0;2.46;10
6DU86734402111H;5;0;35.22;5
6DX81321742881J;5;0;186.35;5
6DZ90263268931R;5;5;3.29;10
6ED30461267540G;5;0;14.13;5
6EE51758411182B;5;0;2.69;10
6EE83218026603L;5;0;469.48;5
6EG55056885387M;5;0;4.87;10
6EG86011790718X;5;0;45;5
6EJ69882323547U;5;0;166.94;5
6EJ80679767923T;5;0;1.72;10
6EN13070223155G;5;0;281.21;5
6EP13752808938G;5;0;3.8;10
6EP14669642791C;5;4;11.91;5
6EQ34433169925B;5;0;27.02;5
6ER38682070366W;5;0;18.02;5
6ER53310904834R;5;0;24.15;5
6ER92813463201O;5;0;20.15;5
6ES67973471990O;5;6;210.39;5
6EX40305017912L;5;0;11.02;5
6EX81707073411N;5;0;10.1;5
6EX86115315135K;5;0;0.11;100
6EZ37740793187E;5;0;96.31;5
6FE48568886969F;5;0;4.6;10
6FK24492234056F;5;7;3.72;10
6FL80325508340H;5;0;21.43;5
6FP28711624027X;5;0;30.8;5
6FQ49777213297U;5;0;88.86;5
6FR46965663208B;5;0;14.41;5
6FR59671302182S;5;9;1.02;100
6FR95045222647O;5;8;4.83;10
6FT20613199988A;5;0;2.59;10
6FU93303512623X;5;0;23.7;5
6FX95745512582K;5;0;0.34;100
6FY82551363568B;5;0;11.09;5
6GB66647441685U;5;0;14.97;5
6GD31782485950I;5;0;21.24;5
6GE30790986173N;5;0;10.46;5
6GE82891679465S;5;6;4.79;10
6GH60398512442K;5;0;119.57;5
6GI82655870754H;5;0;1.5;10
6GJ75357389228J;5;4;49.83;5
6GK32883327723X;5;0;107.96;5
6GL85743068361B;5;7;1.84;10
6GM31054518956N;5;0;4.24;10
6GM43587754215C;5;0;4.61;10
6GW96587153067Z;5;0;20.29;5
6GX29324285260M;5;0;238.53;5
6GY27295556185N;5;0;1.06;10
6GZ99276801287B;5;0;22.2;5
6HA26978687787U;5;0;36.8;5
6HA54323029399E;5;0;175.56;5
6HB63982600262Q;5;0;14.98;5
6HC88422774399F;5;4;3.73;10
6HC94645851935B;5;0;18.98;5
6HD35188657584U;5;0;102.96;5
6HD95352062769A;5;5;20.08;5
6HE16535783096N;5;0;2.87;10
6HF36378380234W;5;0;12.41;5
6HG89464170002Y;5;0;1.86;10
6HG95083946616Y;5;0;14.3;5
6HI61085333504I;5;2;268.36;5
6HI84119435637J;5;0;3.46;10
6HP13070576998Z;5;0;2.86;10
6HP29462721938F;5;0;4.87;10
6HR36563570074M;5;0;1.56;10
6HR62549139722X;5;0;28.79;5
6HR64355952272B;5;0;1.58;10
6HX81731722745Z;5;0;2.22;10
6IA88708372101D;5;26;0.13;100
6IC46744902093P;5;6;4.63;10
6IC95058287582E;5;0;27.58;5
6IF51226197594Y;5;0;21.01;5
6IH92990408750K;5;0;11.55;5
6II63703752525G;5;0;3.36;10
6IK34437937684H;5;0;0.95;10
6IL49208488283O;5;2;59.48;5
6IM68762347645H;5;0;13.41;5
6IQ33306593536A;5;0;12.21;5
6IS99536745347E;5;0;3.33;10
6IU43118191143T;5;0;1.35;10
6IV72397557136E;5;0;7.76;10
6IY17545729934F;5;7;40;5
6JD38404016813Z;5;6;7.55;10
6JD68203894426B;5;0;51.36;5
6JF70818646143K;5;0;3;10
6JG96420014821L;5;0;144.36;5
6JI31037744904V;5;6;11.49;5
6JN28529920890D;5;5;14.24;5
6JN76482665232O;5;0;29.28;5
6JP51689202706U;5;0;4569.43;5
6JR90333364767M;5;0;4.5;10
6JS61098939978S;5;0;66.64;5
6JT46604744320A;5;0;21.42;5
6JV23926855999H;5;12;7.91;10
6JV85578557166O;5;10;2.71;10
6KA44550384324P;5;0;10.19;10
6KB52253078638S;5;0;2.64;10
6KB85883738888Y;5;8;2.27;10
6KC92520795122Z;5;0;52.76;5
6KD78323245393R;5;3;46.2;5
6KG71168160692D;5;0;10.76;5
6KH19334625715N;5;7;2.14;10
6KI14153418178Q;5;4;82.53;5
6KJ49146895628H;5;5;14.07;5
6KM41112566157E;5;0;56.26;5
6KM70190929100R;5;0;340.04;5
6KO56864165731R;5;0;25.04;5
6KO87049744676M;5;0;0.99;10
6KS89714362360D;5;0;13.72;5
6KT49025658588R;5;0;7.51;10
6KU96483987497I;5;80;0.44;100
6KU96759927647H;5;0;9.05;10
6KX28747917497N;5;0;37.8;5
6LA99867609688H;5;0;81.3;5
6LE52254721790O;5;0;428.75;5
6LJ59859294343I;5;0;0.59;100
6LJ74676529029F;5;0;12.75;5
6LM12001800476F;5;0;32.83;5
6LP73340005198Q;5;0;122.89;5
6LS48175279375F;5;0;593.61;5
6LS56608614166F;5;6;3.3;10
6LS59987994641C;5;3;71.19;5
6LS92194221137Y;5;53;0.38;100
6LV74093217709S;5;0;371.33;5
6LX58469203249H;5;0;82.06;5
6LX81996842708G;5;46;0.8;100
6LY89510208465E;5;0;60.34;5
6LZ59807075598P;5;0;2.48;10
6MB47296006945J;5;0;2.35;10
6MD28073583671B;5;0;12.7;5
6MF86176948658V;5;1;634.65;5
6MG42999619721A;5;0;77.68;5
6MH91815515451X;5;0;14.1;5
6MI93926343170P;5;2;15.83;5
6MJ22182674343Y;5;0;2.6;10
6MK26796807500E;5;0;18.37;5
6MP26663261659L;5;9;2.86;10
6MP89532870781N;5;0;8.27;10
6MR12746707475Q;5;3;2.26;10
6MU17932063427T;5;0;9.97;10
6MX43634861027S;5;0;15.34;5
6NA26114843867V;5;0;2.43;10
6NC25144980108U;5;0;12.09;5
6NE54986606157X;5;0;4.99;10
6NI82529616260M;5;97;0.25;100
6NK67916119584L;5;0;57.17;5
6NL71750005565R;5;10;2.3;10
6NM47413081457R;5;2;23.05;5
6NM99727360410Z;5;0;4.53;10
6NN63038674528C;5;0;53.81;5
6NQ51022181020M;5;0;6.46;10
6NQ76136762056L;5;5;4.89;10
6NQ80204507457A;5;0;6.25;10
6NS18203475014M;5;0;1292.89;5
6NS58829051506G;5;0;23.17;5
6NV20548645166V;5;0;90.97;5
6NV22023148132P;5;0;16.66;5
6NX54833614560P;5;10;7;10
6NY77570350278X;5;0;0.85;100
6OA89527856379T;5;0;2.42;10
6OG90975920154M;5;3;14.89;5
6OJ18282842640U;5;2;10.01;5
6OJ19216377563D;5;0;1.81;10
6OJ68595865342M;5;0;1.53;10
6ON51334062282E;5;0;5.94;10
6OQ87267014884A;5;2;2.84;10
6OU39840668713Q;5;0;5.34;10
6OW45746709445C;5;0;4.93;10
6PA76915090155Y;5;3;103.6;5
6PC67632069505R;5;3;79.73;5
6PC95500680119U;5;3;16.34;5
6PF64688919020X;5;0;0.57;100
6PF91543495321N;5;0;0.17;100
6PG20505795074Z;5;0;167.07;5
6PI58532958038O;5;2;1.56;10
6PL81916706929C;5;5;13.42;5
6PM61889408528T;5;7;4.35;10
6PM94028938751G;5;0;4.69;10
6PN43457589682V;5;0;13.24;5
6PN70454350845R;5;0;58.36;5
6PN94368940191J;5;5;110.23;5
6PT12996920677Z;5;0;5.97;10
6PT59232909616D;5;0;17.63;5
6PW95692100476N;5;0;33.88;5
6QC10563483462P;5;0;57.03;5
6QE46546840520K;5;5;44.17;5
6QE80376150498Q;5;0;113.34;5
6QG51896122335N;5;1;21.7;5
6QH97738970120B;5;9;0.84;10
6QK78882822026C;5;0;11.32;5
6QM89798945814H;5;5;105.42;5
6QO23890135268D;5;0;30.71;5
6QQ43376468442W;5;0;215.82;5
6QU46538093174C;5;0;9.22;10
6QU85257427059A;5;0;3.17;10
6QV18480037097F;5;0;1.13;10
6QX44741861194Y;5;0;9.88;10
6QY56499069044S;5;12;5.44;10
6RA89310784239W;5;9;5.49;10
6RB40064339997Y;5;4;67.15;5
6RK29309415884H;5;0;598.9;5
6RM29912450048B;5;0;0.73;100
6RO50662784916J;5;3;1.65;10
6RP14581470749K;5;0;99.38;5
6RP34626912648Q;5;0;19.74;5
6RS86132341320A;5;7;12.47;5
6RS97380536896Z;5;0;6.91;10
6RY16192714849P;5;8;0.28;100
6RY26170213127Y;5;0;18.87;5
6SA48406643212N;5;0;7.35;10
6SB93035251113Z;5;12;6.22;10
6SE10630196052I;5;6;8.44;10
6SE48564575880S;5;15;2.15;10
6SG83005337214C;5;0;6.24;10
6SJ87976241785T;5;0;356.85;5
6SM57125296361V;5;9;3.82;10
6SM73124407907W;5;0;10.74;5
6SQ14045572791Y;5;0;1.22;10
6SQ61915087510P;5;3;1.97;10
6SR41985590017A;5;0;3.05;10
6SS87280291435A;5;0;38.1;5
6ST60934683610A;5;0;8.47;5
6SU82347786255I;5;0;22.46;5
6SV89130481613L;5;0;70.31;5
6SW18900754850K;5;0;35.74;5
6SZ67010579771G;5;0;214.24;5
6TC18337032209L;5;0;135.48;5
6TC79718256715N;5;0;2.56;10
6TL51977343654A;5;0;15.79;5
6TL87424290587L;5;4;4.28;10
6TM66838009208D;5;0;5.72;10
6TR37026246737L;5;0;0.46;100
6TT73995321557S;5;0;7.77;10
6TU27854847617A;5;0;16.46;5
6TY22973260890L;5;4;6.12;10
6TY38168204409J;5;0;13.67;5
6TY42803426856V;5;0;191.73;5
6TY71755721976Q;5;0;37.32;5
6UC92145938619L;5;0;24.43;5
6UD37655467212V;5;0;20.12;5
6UE73851789849I;5;1;4.29;10
6UG46953072173N;5;0;22.62;5
6UH93709170657Z;5;0;10.96;5
6UK62878593891N;5;0;67.34;5
6UN18922593698W;5;0;37.18;5
6UN79853316431Q;5;0;0.8;100
6UO61634214296M;5;0;10.41;5
6US93498388296P;5;0;56.58;5
6UT19263635303N;5;0;60.61;5
6UT68137786640E;5;6;34.75;5
6UU60530825569E;5;0;5.85;10
6UY71770594768B;5;0;14.12;5
6UY71840242774V;5;0;2.49;10
6UZ31750157398D;5;0;1.56;10
6VB28232237346O;5;0;106.78;5
6VB64959008411E;5;7;1.72;10
6VI23414461180I;5;2;25.34;5
6VI58219090097L;5;0;102.34;5
6VJ74411086134J;5;0;25.35;5
6VK25675181425S;5;0;29.46;5
6VK27826075260G;5;0;0.29;100
6VM57152034539G;5;0;501.77;5
6VT56312144173Q;5;0;39.95;5
6VT71566352402R;5;6;10.93;5
6VT93515506945H;5;0;9.99;5
6VV86721685736M;5;0;5.51;10
6VX77526982609H;5;8;1.46;10
6VY21047714566J;5;3;2.38;10
6VY83366398986T;5;0;0.37;100
6VZ19735420464X;5;6;56.86;5
6VZ78852143983K;5;0;62.17;5
6WA39792038899Y;5;0;3.37;10
6WB28589692146T;5;0;11.45;5
6WC31896741487B;5;8;6.71;10
6WC39786352832S;5;3;6.23;10
6WE97176344271X;5;3;12.88;5
6WG18161712494A;5;0;248.43;5
6WH24588674437W;5;4;7.58;10
6WH96033975755W;5;0;2.53;10
6WI91488623435N;5;5;1.26;10
6WM22436398674U;5;0;19.17;5
6WP21016283280M;5;0;2.15;10
6WQ67337373369O;5;3;30.61;5
6WR14191135064S;5;0;13.45;5
6WT46189998589K;5;4;2.98;10
6WT97059563327M;5;3;37.73;5
6WZ82122191099T;5;0;290.79;5
6XA69222401985A;5;0;9.59;10
6XA82861113951C;5;0;8.8;5
6XA83246869111W;5;0;0.63;100
6XC33800664413Z;5;0;8.99;10
6XG91527494705I;5;0;0.46;100
6XI98972265102E;5;0;1.25;10
6XO28038743651A;5;0;767.7;5
6XU10652021665C;5;0;37;5
6XV96535647662Y;5;0;55.11;5
6XW99165455179W;5;8;8.91;10
6XZ12605366010N;5;0;0.67;100
6XZ57663178663R;5;0;70.9;5
6YC44110516631E;5;10;1.14;10
6YE11690124236W;5;0;2.76;10
6YF43910757280X;5;0;3.86;10
6YF69166685742Q;5;0;1.4;10
6YN13135032921V;5;6;125.86;5
6YO55928798610X;5;0;97.72;5
6YP81627893589Z;5;0;20.34;5
6YQ46834864481W;5;0;19.04;5
6YQ90107202044S;5;2;25.56;5
6YS86175420678A;5;38;0.73;100
6YT65909162601S;5;0;1.23;10
6YX19248708808D;5;0;34.01;5
6YX87639578537D;5;82;0.27;100
6YY11096332025Y;5;3;3.12;10
6YZ12164466247S;5;0;257.71;5
6YZ52782842566Z;5;0;3.58;10
6ZD95507837814U;5;1;9.47;5
6ZE99638833600H;5;0;16.84;5
6ZG59627196037L;5;32;0.36;100
6ZH59997211164K;5;0;1.58;10
6ZI75679219540R;5;0;0.46;100
6ZN31148399354B;5;0;117.76;5
6ZQ19252994764K;5;0;3.23;10
6ZQ81565121476F;5;0;1.08;10
6ZR78796481991W;5;0;55.39;5
6ZS40510410836G;5;5;1.73;10
6ZT77063763236K;5;0;23.89;5
6ZU73906326236C;5;0;27.34;5
6ZW49770161913S;5;0;12.91;5
6ZW92251470918Z;5;0;4.32;10
7AB10753557956N;5;4;15.24;5
7AE66409464412X;5;0;5.19;10
7AH42256021894P;5;0;4.48;10
7AH63296431450R;5;6;2.53;10
7AI25956858087U;5;8;5.49;10
7AI27168499103W;5;5;112.99;5
7AM74319847705R;5;7;5.41;10
7AQ67365368979W;5;0;11.85;5
7AQ79215839248W;5;0;56.44;5
7AQ82509808929F;5;0;1.24;10
7AQ95583592108E;5;0;15.05;5
7AU49032384584C;5;0;7.56;10
7AY38938019124L;5;7;9.33;10
7BD67618212927H;5;0;4.08;10
7BI39321219505O;5;0;16.66;5
7BJ56598320908Q;5;10;2.03;10
7BL59903624322H;5;0;8.54;10
7BM54323452241J;5;0;1.49;10
7BO49920886039F;5;0;1.51;10
7BO92443428024H;5;0;8.85;10
7BP26747256435Y;5;0;56.79;5
7BP58962162507U;5;0;135.56;5
7BV44150147692G;5;0;33.18;5
7BV66754970584X;5;0;208.1;5
7BX38854828797O;5;0;6.89;10
7BY59143046562A;5;3;34.82;5
7BZ67808414879V;5;0;15.9;5
7CC72416903889T;5;0;1.68;10
7CD81997197928G;5;0;52.43;5
7CE81788778099E;5;0;40.13;5
7CF70612869315O;5;0;39.79;5
7CF95656160724O;5;0;13.98;5
7CI62448838289B;5;0;55.74;5
7CN97142700321E;5;0;5.8;10
7CO28251290401O;5;0;67.66;5
7CR56091822678E;5;4;151.19;5
7CS42649474448N;5;0;37.03;5
7CV94667164057L;5;1;10.66;5
7CX70226555411U;5;0;59.39;5
7CY58593984608X;5;3;95.94;5
7CZ31467403090W;5;0;4.07;10
7DK21464913896J;5;4;26.58;5
7DM79859361758I;5;7;37.36;5
7DP74407081467G;5;0;16.76;5
7DQ54254297714Z;5;0;6.09;10
7DR31181110910D;5;0;19.5;5
7DS18348080876D;5;0;37.55;5
7DS32224072064W;5;0;32.03;5
7DU57980453504C;5;0;0.62;100
7DU99462413429Q;5;0;126.2;5
7DV23803310469X;5;27;0.84;100
7DV89920463695N;5;0;68.88;5
7DZ62599712552N;5;3;8.32;10
7EC82427015856J;5;0;4.52;10
7EH11825823651H;5;0;35.28;5
7EI24814110546H;5;3;1.63;10
7EK72915050665Y;5;0;87.6;5
7EK78153180891G;5;0;9.21;5
7EK86329283894A;5;0;0.48;100
7EL63181438382A;5;2;25.37;5
7EO33911165062I;5;0;2.96;10
7EO94886034962Z;5;57;0.48;100
7ER14589658799V;5;6;55.61;5
7ER56548732140F;5;0;1.78;10
7ES13648565668T;5;0;4.39;10
7ES44686415248P;5;0;14.66;5
7ET14701568892K;5;0;4.77;10
7EU64211529329O;5;0;1.18;10
7EX12903298930I;5;4;35.27;5
7EY56826468096O;5;0;0.36;100
7FB27104500509B;5;0;10.75;5
7FB67554715211W;5;0;18.79;5
7FB90215284353M;5;0;0.17;100
7FD13747491726D;5;2;6.76;10
7FF36935081433S;5;0;12.47;5
7FG51527978729K;5;2;335.3;5
7FH42803048694D;5;0;501.77;5
7FL84121439463Z;5;0;13.41;5
7FM33310007355F;5;2;174.53;5
7FM94477831674K;5;0;0.67;100
7FT20974684607G;5;3;3.92;10
7FW44459189359Y;5;0;5.63;10
7GA95290903872T;5;0;0.34;100
7GF51311408360Q;5;0;681.61;5
7GF97475713424N;5;0;21.2;5
7GL44377271191A;5;2;63.16;5
7GM68633252376Y;5;0;1.48;10
7GN13026670588Z;5;3;40.83;5
7GN51216801186L;5;0;11.92;5
7GO79149988798E;5;0;2.99;10
7GP67205374035W;5;2;2.27;10
7GU62519571852C;5;7;0.87;100
7HA90066732277I;5;2;1.79;10
7HB13274473178G;5;0;5.43;10
7HB49116516062T;5;0;17.62;5
7HF57542128798R;5;0;10.71;5
7HH19177059450Q;5;0;1.53;10
7HH85648125669Y;5;0;4.59;10
7HK59911957054J;5;0;235.95;5
7HM29462363327E;5;8;1.86;10
7HM77153167755X;5;117;0.15;100
7HP93306946844R;5;0;0.5;100
7HQ39709266895C;5;7;1.74;10
7HQ46517750390T;5;4;17.25;5
7HR11945143842H;5;0;317.54;5
7HS71365580642U;5;0;191.36;5
7HW46635770220J;5;0;2.52;10
7HX82317843392L;5;0;10.73;5
7HY60581146865U;5;0;4.76;10
7IC77508832385E;5;0;0.93;10
7ID11454081240R;5;0;1.43;10
7ID41351811486X;5;2;1.43;10
7IH33069530817C;5;1;237.48;5
7II10051503962P;5;0;0.35;100
7IK79026520702L;5;3;4;10
7IM92775867192A;5;3;21.01;5
7IN69517211289B;5;0;574.83;5
7IO85902008678M;5;0;4.63;10
7IO92429229880O;5;2;200.83;5
7IQ33498947155J;5;0;50.28;5
7IU31557430329B;5;0;0.83;100
7JA36741220617Y;5;2;0.86;10
7JD51247910410C;5;0;89.98;5
7JK52919293404H;5;2;4.55;10
7JK68381228726N;5;0;8.06;10
7JP96475862607K;5;0;92.23;5
7JQ33491380894T;5;0;64.37;5
7JR63759848688Y;5;0;2.7;10
7JT47622468822I;5;0;14.2;5
7JU55438483442E;5;6;15.05;5
7JU66273466496I;5;0;8.31;5
7JU85761856169W;5;0;3.48;10
7JU96802696751P;5;5;70.42;5
7JW69196843553B;5;6;885.06;5
7JZ13254045003U;5;0;8.89;10
7KA43365513948C;5;0;4.07;10
7KD81528100126Q;5;0;8.15;10
7KD85134404062H;5;6;47.01;5
7KE10266759468B;5;2;37.25;5
7KE69783218610K;5;0;374.81;5
7KG55275523899Y;5;11;3.96;10
7KG69723412758N;5;0;92.77;5
7KJ35731099903Q;5;0;17.06;5
7KL49843857364M;5;0;29.62;5
7KN25405208397W;5;0;81.95;5
7KQ89407371844O;5;0;14.62;5
7KR16797137109V;5;0;17.67;5
7KT80612580300A;5;0;5.03;10
7KW69231837425R;5;0;2.85;10
7KZ29342828894P;5;0;1846.16;5
7KZ89835935722S;5;0;7.39;10
7LA46597143213G;5;0;29.16;5
7LA71789871992Q;5;0;16.39;5
7LA74736730412P;5;12;1.6;10
7LB46625752535U;5;0;4.28;10
7LD49346562371S;5;2;9.93;5
7LF15271447185F;5;7;4.13;10
7LF54007884551R;5;0;3.97;10
7LF62915425878B;5;0;1.52;10
7LF85233811484F;5;0;19.26;5
7LG55417065078W;5;0;691.27;5
7LH64601102776D;5;0;1546.92;5
7LI86731901476N;5;6;1.34;10
7LK54814777459A;5;9;4.24;10
7LK73983263016O;5;2;4.26;10
7LL75615476811U;5;1;18;5
7LM44447371462I;5;0;25.89;5
7LM93207657323G;5;56;0.29;100
7LO80306179719N;5;0;25.86;5
7LT19244514869A;5;3;128.9;5
7LX34752061955U;5;0;4.87;10
7LY98363935392U;5;0;0.47;100
7LZ46789324843Z;5;0;1.61;10
7MG27525543360M;5;0;3.25;10
7MG91530023923D;5;0;20.09;5
7MI94196185472L;5;0;90.94;5
7MJ37507478388D;5;0;510.23;5
7MJ97993993701H;5;0;70.18;5
7ML90882707148M;5;3;32.68;5
7MM38001526605O;5;0;77.18;5
7MN45267619845R;5;0;0.76;100
7MP51188124505Q;5;0;53.51;5
7MP56001926793B;5;0;15.48;5
7MQ21230541565K;5;0;29.54;5
7MR86737402921A;5;0;5.8;10
7MW36386029999I;5;101;0.78;100
7MW36570760221S;5;114;0.16;100
7MW71380660318D;5;4;716.67;5
7MX27031891146Q;5;0;13.79;5
7ND29748760915D;5;2;28.01;5
7NG34397384501M;5;0;0.87;10
7NG44764769451S;5;0;48.36;5
7NG50049059014P;5;0;13.1;5
7NJ80148957966H;5;0;21.45;5
7NM98199960355G;5;0;23.21;5
7NN57753691974M;5;0;3.75;10
7NO83216572676S;5;0;0.17;100
7NS21975762259D;5;6;19.6;5
7NY82216984901H;5;0;9.44;10
7NZ19584091708D;5;0;1.23;10
7NZ95114015540P;5;0;11.07;5
7OB92704796930R;5;6;49.42;5
7OG94538518159K;5;0;414.48;5
7OH29923411769N;5;0;0.34;100
7OI34426730729G;5;2;47.59;5
7OK19838458920L;5;0;89.39;5
7OL68881689354O;5;0;82.79;5
7ON23191242447I;5;0;21.39;5
7OQ53183371788O;5;0;24.76;5
7OS12051403734H;5;0;1.45;10
7OU72547536976G;5;3;106.31;5
7OV71342379054B;5;2;4.99;10
7OY13140251524B;5;0;0.94;100
7OY68995030904C;5;0;5.58;10
7OZ55626855981O;5;0;3.11;10
7PA36016586127H;5;2;1.15;10
7PB36593064036M;5;0;255.65;5
7PB47884320096R;5;5;12.64;5
7PE23220935041B;5;0;16.26;5
7PE69124208918B;5;0;83.81;5
7PK82742312286V;5;0;130.28;5
7PL67464849801O;5;0;2.66;10
7PP50528377931X;5;94;0.35;100
7PW21071235291U;5;0;64.1;5
7PX69320204921R;5;0;5.43;10
7PY24541894531Q;5;2;14.48;5
7PZ17177408603L;5;4;265.77;5
7QA26761437272M;5;3;39.33;5
7QC64659570981S;5;6;45.88;5
7QD44988395849K;5;0;6.41;10
7QE12066145447G;5;0;2.88;10
7QE39678451746O;5;52;0.51;100
7QE48185619629M;5;0;131.92;5
7QE61093712672D;5;0;36.57;5
7QI65287027610M;5;0;839.59;5
7QJ19304491233Z;5;5;31.72;5
7QK15150143039L;5;0;14.38;5
7QK39957438321S;5;0;15.09;5
7QK95691810653V;5;0;46.34;5
7QN33963589814V;5;6;27.02;5
7QN98757366478C;5;2;4.88;10
7QO41184619999N;5;0;0.71;100
7QQ19409147027A;5;0;36.09;5
7QQ67886538742J;5;0;1.3;10
7QR30939318040Z;5;8;1.8;10
7QT32082609212R;5;0;7.26;10
7QX20477631717Z;5;7;1.9;10
7QX79342461041F;5;0;8.77;10
7QX89986731518L;5;0;0.32;100
7QY39039905571N;5;5;21.2;5
7QZ37637585661I;5;0;113.97;5
7QZ89121608491Q;5;0;41.13;5
7RD62546973334W;5;0;36.15;5
7RH90902438732C;5;4;1.73;10
7RI67412276193U;5;40;0.64;100
7RI87888333553O;5;25;0.97;100
7RT82422453838B;5;0;8.64;5
7RU20077014259I;5;7;3.25;10
7RV23233960926X;5;0;0.45;100
7RV80252398978H;5;5;24.11;5
7RY38462823777N;5;0;2.58;10
7SE37786476102K;5;1;15.95;5
7SE63787711426K;5;0;13.49;5
7SF10816590918O;5;0;1.11;10
7SF79869718161R;5;0;24.55;5
7SG81282643261J;5;0;2.19;10
7SH57634882953K;5;0;20.24;5
7SI78403237146C;5;6;16.82;5
7SL25259309603C;5;0;0.59;100
7SL74897392460G;5;7;6.78;10
7SN54241495455Y;5;3;84.73;5
7SN67670170559L;5;0;2.07;10
7SO71575058586N;5;0;53.43;5
7SP48976115615W;5;0;1.55;10
7SS16098964303Q;5;0;9.59;5
7SS95949148905K;5;0;251.52;5
7ST33767765812E;5;0;0.46;100
7SY33125227407X;5;0;104.18;5
7TG64133974315Q;5;0;0.64;100
7TI70683509881N;5;0;1.37;10
7TJ93886456934S;5;0;6.84;10
7TK88021030691C;5;50;0.07;100
7TL74953081436T;5;0;11.2;5
7TM39385853482R;5;4;172.37;5
7TM77520628106I;5;0;2.53;10
7TN22543362168Y;5;0;12.29;5
7TN24115023341H;5;5;12.63;5
7TT18529896024H;5;0;471.03;5
7TT39292910202D;5;3;228.23;5
7TU51150787345C;5;0;10.52;5
7TW92788796837I;5;0;223.68;5
7TX56759490025E;5;1;3.44;10
7UE52728834126J;5;0;12.33;5
7UH39853747260I;5;0;15.86;5
7UH80266789154Z;5;2;25.46;5
7UI64445011397B;5;0;29.94;5
7UI85261392537Y;5;0;23.58;5
7UI86399152671N;5;2;16.93;5
7UN23515444252Q;5;0;37.12;5
7US97277476387D;5;4;14.75;5
7UT50258368488I;5;0;12.59;5
7UU78630802324D;5;0;194.31;5
7UW13917902812F;5;2;11.28;5
7UW41543531174M;5;0;1.6;10
7UZ87338449292R;5;0;30.31;5
7VA59944088534A;5;0;29.91;5
7VC39800226792W;5;0;12.91;5
7VE66942792209N;5;0;13.95;5
7VF21340898023F;5;0;2.42;10
7VF56941636749V;5;0;473.05;5
7VG44362817474H;5;0;0.45;100
7VH76158008268M;5;75;0.68;100
7VI70453301631R;5;0;8.93;10
7VK38386571716X;5;4;19.59;5
7VL76267478235K;5;0;1.73;10
7VR41730313931U;5;0;4.18;10
7VT60163076115C;5;0;26.21;5
7VT78273774675U;5;0;38;5
7VT95361647394W;5;0;7.09;10
7VU17712397758D;5;6;10.83;5
7VV42033725319V;5;1;9.83;5
7VV49709661654L;5;0;20;5
7WB26557030954T;5;7;14.47;5
7WB47972451513U;5;0;12.71;5
7WC49904265011Y;5;0;4.87;10
7WC92325088504I;5;0;33.19;5
7WE61400063404H;5;5;7.43;10
7WE80659175018O;5;0;5.9;10
7WG76577333937Y;5;7;25.04;5
7WH14459335046Q;5;0;4.65;10
7WL75803022198Z;5;0;721.99;5
7WL79516383980X;5;2;5.74;10
7WN76565575055M;5;0;142.14;5
7WQ37591803301K;5;0;29.16;5
7WQ97631910498V;5;0;30.81;5
7WT24548344192M;5;0;4.92;10
7WT30850004924P;5;0;7.09;10
7WT45736152903P;5;0;0.12;100
7WT89144868959C;5;0;8.89;10
7WU60244402701C;5;0;5.44;10
7WW51169491588Q;5;5;294.88;5
7XB42848247802G;5;0;151.65;5
7XE92016677427B;5;0;1.52;10
7XF34777047182Y;5;0;36.38;5
7XH34129610235Y;5;3;2.8;10
7XI60064971393P;5;0;0.89;10
7XL88691702048T;5;0;16.03;5
7XT92297614089W;5;0;57.64;5
7XU45887107588U;5;0;2.92;10
7XW78413082153J;5;0;7.41;10
7XX33805131307D;5;0;3.03;10
7YD89845066919V;5;1;1.48;10
7YE77375771642O;5;0;8.73;5
7YF80129683118K;5;0;32.83;5
7YH46591745976D;5;0;815.06;5
7YH96427050046C;5;0;10.39;5
7YI12469530707V;5;0;4.25;10
7YJ38081447529L;5;0;58.83;5
7YL20979932781B;5;0;222.86;5
7YM50876854935R;5;0;27.54;5
7YM58441034707J;5;0;7.84;10
7YN38153047796U;5;0;23.58;5
7YP24494620650F;5;0;112.27;5
7YQ52102097389Y;5;0;11.02;5
7YY80259210470Y;5;6;1.75;10
7YZ75691437971H;5;4;2.21;10
7ZB90667552249Q;5;0;17.04;5
7ZC98689961408S;5;0;13.92;5
7ZC99959796277O;5;3;23.93;5
7ZD32882381562W;5;4;151.36;5
7ZH25181786977S;5;2;40.01;5
7ZI76669160669M;5;3;19.95;5
7ZM25110543732J;5;0;19.02;5
7ZM73376992251G;5;1;23.6;5
7ZQ67220912358F;5;1;6.92;10
7ZS57490373290S;5;0;10.21;5
7ZV12516291151S;5;2;49.64;5
7ZV68739357446B;5;43;0.25;100
7ZV82796398332K;5;7;2.93;10
7ZY18955711107U;5;0;1.15;10
7ZZ76861107085W;5;0;2.15;10
8AA17019339527H;5;0;3.34;10
8AA95843257546X;5;2;18.47;5
8AB52575329562Z;5;0;26.42;5
8AC53364645414D;5;6;30.16;5
8AF37655992536N;5;0;1.39;10
8AG44938733501N;5;0;11.47;5
